code,name,price,pct_change,turnover,amount,pe,market_cap,score
300286,安科瑞,29.27,6.63,6.16966,376902641,34.035,734047,67.22932
002155,湖南黄金,26.6,3.704,5.48528,2244554608,28.0,4156653,67.08256
600176,中国巨石,49.64,8.455,6.03809,11763683957,60.441,19871571,67.07618
002158,汉钟精机,30.53,6.562,3.63413,584669042,34.828,1632513,66.95426
601678,滨化股份,6.17,2.662,9.40202,1175401938,56.091,1269068,66.79004
002056,横店东磁,26.25,3.143,6.16795,2616301760,22.629,4270119,66.7649
605168,三人行,49.49,7.005,5.65747,587481241,54.989,1043333,66.31494
300001,特锐德,39.01,4.361,4.10752,1627777316,32.508,4117653,66.29804
603733,仙鹤股份,29.13,6.782,3.12653,631772575,20.371,2061601,66.25306
603290,XD斯达半,124.45,7.017,5.59809,1660981693,73.639,2980247,66.19618
603806,福斯特,17.39,6.687,2.84471,1263600102,57.967,4536608,65.68942
300224,正海磁材,13.44,4.673,5.64733,698044288,37.333,1250861,65.31366
301580,爱迪特,46.78,7.664,17.4268,794391002,25.424,697912,65.1464
300416,苏试试验,18.94,3.272,7.6093,735873119,37.416,963190,65.0346
001393,维通利,61.1,6.818,19.0729,556727904,37.95,1523427,65.0
000600,建投能源,10.51,2.637,5.97026,685465556,10.115,1895199,64.85152
603757,大元泵业,54.67,8.279,7.4022,733330839,64.318,1019854,64.8044
300547,川环科技,36.37,2.595,8.4998,560621919,38.544,788888,64.7846
603063,禾望电气,51.54,4.459,5.56489,1310276874,44.051,2389954,64.50677999999999
300602,飞荣达,48.4,4.041,8.51714,1616153529,76.825,2816219,64.15728
600415,小商品城,11.78,3.606,1.63562,1042000808,15.299,6459633,64.08924
000969,安泰科技,25.35,3.979,11.4382,3006925345,72.243,2663067,64.0606
002965,祥鑫科技,42.92,6.054,12.1124,984167934,73.481,1139013,63.937200000000004
301291,明阳电气,44.31,2.903,7.49191,542303853,23.569,1392502,63.69282
002897,意华股份,87.96,1.243,10.0444,1588962556,53.634,1705375,63.6402
000776,广发证券,21.5,3.217,1.96338,2469115355,12.798,16823418,63.57776
300820,英杰电气,71.1,6.23,7.42351,585229998,70.396,1580219,63.53702
301631,壹连科技,81.3,5.175,6.48065,225710547,25.327,1040481,63.4863
300207,欣旺达,21.2,3.013,4.68378,1693083079,36.552,3916620,63.40656
002429,兆驰股份,11.82,5.914,2.51757,1324734013,40.759,5350844,62.777139999999996
300035,中科电气,18.07,3.791,5.68412,594393665,26.353,1238566,62.74124
603020,爱普股份,12.63,7.581,6.32325,289608147,54.699,474431,62.6465
603588,高能环境,14.7,4.552,4.4874,995031434,26.659,2239155,62.6308
300693,盛弘股份,48.57,2.946,6.85563,885131315,31.774,1519249,62.549260000000004
301132,满坤科技,44.05,8.658,16.2517,655733321,54.383,652320,62.4966
300435,中泰股份,20.81,1.315,6.71345,515542560,17.786,802669,62.3719
600237,铜峰电子,11.42,6.929,16.3457,1160929071,60.105,720019,62.3086
600531,豫光金铅,13.66,-0.437,6.76457,1111166062,17.291,1651853,62.21814
300748,金力永磁,33.13,5.476,5.39476,2013038083,63.712,4557327,62.21752
603328,依顿电子,14.39,1.053,6.97915,1000913254,30.88,1436759,62.1173
000960,锡业股份,41.64,0.531,7.74402,5371414940,36.018,6851579,62.08104
603662,柯力传感,69.16,3.844,5.18858,1004257697,57.157,1942219,61.90916
002415,海康威视,32.2,4.852,1.16937,3343731925,20.828,29510886,61.89474
002273,水晶光电,35.87,4.092,4.80817,2335857111,41.709,4988198,61.89234
002463,沪电股份,140.64,5.144,5.72857,15332666434,70.762,27064249,61.88914
300373,扬杰科技,108.8,3.471,5.73727,3420000401,46.695,5911624,61.88754
000063,中兴通讯,38.0,2.096,5.28567,8030855249,32.479,18177433,61.85934
300303,聚飞光电,9.31,3.79,7.6419,938015488,42.318,1319046,61.653800000000004
603799,华友钴业,53.0,1.049,4.01067,4032518730,15.868,10052656,61.16834
003019,宸展光电,33.14,5.04,5.47726,302034655,29.327,586420,61.07452
000833,粤桂股份,23.19,-1.109,10.398,1078877514,38.753,1860029,60.877
000060,中金岭南,8.02,1.263,6.01339,2133339521,38.19,3561820,60.815780000000004
300274,阳光电源,152.49,2.274,4.41697,10759046888,23.281,31614401,60.65594
605020,永和股份,35.32,-0.282,8.22564,1454316363,29.19,1804212,60.60528
000920,沃顿科技,14.35,1.557,7.92792,537962610,30.532,678211,60.52684
002457,青龙管业,13.34,2.773,13.9518,609342597,34.205,444871,60.4154
002074,国轩高科,30.29,3.203,2.87138,1505535802,22.947,5495276,60.35176
603730,岱美股份,14.15,4.197,3.84878,1120582560,45.645,3040249,60.288560000000004
300163,先锋新材,6.33,4.975,7.6618,220471229,42.944,300042,60.248599999999996
600999,招商证券,18.93,2.324,1.61778,2256995572,14.022,16462525,60.20756
600863,华能蒙电,5.72,0.882,3.76556,1415927268,16.824,4481728,60.17712
300433,蓝思科技,48.35,5.154,4.84247,11697048307,61.203,25522712,60.14694
002768,国恩股份,77.67,2.454,6.38053,859081956,24.502,2339809,60.12306
002334,英威腾,8.61,3.986,6.5075,410291561,33.256,708380,59.973
002913,奥士康,65.79,6.837,4.96653,962122265,67.825,2087915,59.93306
300174,元力股份,26.27,1.507,12.3404,1173059567,41.573,956781,59.840199999999996
002518,科士达,50.85,4.094,3.73077,1062556067,48.429,2960615,59.743539999999996
300073,当升科技,52.98,3.984,3.86537,1030914197,43.756,2883668,59.682739999999995
603181,皇马科技,16.4,5.67,3.82655,360211929,21.579,965468,59.6631
603093,南华期货,21.65,2.948,5.39837,712777188,27.063,1553874,59.64074
002202,金风科技,21.77,2.015,4.29109,3155651562,34.181,9195188,59.627179999999996
300258,精锻科技,12.94,6.942,4.78032,347426841,54.256,757051,59.56064
300811,铂科新材,95.6,3.958,6.33653,2011313959,65.931,3879864,59.54706
603067,振华股份,35.75,4.106,3.47288,924503578,38.441,2701003,59.26376
002600,领益智造,15.69,4.322,3.12606,3483331043,47.545,11466564,59.21812
002106,莱宝高科,13.54,1.196,7.74368,735219195,38.986,955675,59.07536
601609,金田股份,12.71,0.793,5.82743,1277886044,25.42,2197099,59.03386
301358,湖南裕能,75.1,3.387,4.40806,2520327346,44.702,6333485,58.97712
301210,金杨精密,31.27,6.252,12.398,231160730,69.489,501759,58.96
002643,万润股份,16.9,4.839,4.52209,678423169,54.516,1547871,58.56118
002015,协鑫能科,18.93,3.669,6.25024,1898914334,74.061,3072953,58.50748
300990,同飞股份,91.6,3.386,9.12792,685390826,61.477,1568344,58.41384
002669,康达新材,17.11,5.098,16.0028,820783431,40.164,519117,58.288399999999996
002156,通富微电,62.93,2.259,8.22051,7820788722,78.663,9550237,58.21802
300456,赛微电子,41.0,1.335,4.59996,1119652301,20.375,3002074,58.20492
600416,湘电股份,10.77,7.808,4.06647,636294101,67.313,1589418,58.13294
603082,北自科技,35.51,4.441,10.1064,141784193,33.5,588326,58.1102
002487,大金重工,60.2,1.483,4.29544,1636898122,34.798,4441315,58.03988
300545,联得装备,37.21,4.935,13.3963,587859656,61.0,690102,58.0124
600030,中信证券,27.25,1.452,1.81004,5969042188,13.903,40385990,57.976079999999996
300724,捷佳伟创,73.67,1.726,3.85537,818010962,9.797,2565867,57.88874
300727,润禾材料,34.05,6.573,4.0758,220274790,50.074,613364,57.8706
000795,英洛华,9.67,4.203,5.12901,549124159,42.45,1079414,57.867020000000004
603225,新凤鸣,21.75,1.874,3.53312,1283619766,31.522,3648549,57.68824
003025,思进智能,17.43,2.953,15.5975,634556885,32.278,494931,57.664
300444,双杰电气,13.52,2.892,6.98928,591041756,58.226,1087846,57.654560000000004
000887,中鼎股份,22.35,0.0,3.81341,1121624457,18.471,2942355,57.62682
002125,湘潭电化,19.9,4.188,18.3989,2322472596,55.278,1252728,57.564
601211,国泰海通,17.79,1.715,1.18335,2824626936,10.224,31361859,57.5117
300093,金刚光伏,23.95,3.233,6.40499,347565658,28.512,1293300,57.50898
600475,华光环能,16.17,6.242,1.87854,282103317,39.71,1545797,57.48308
601918,新集能源,9.45,2.273,2.82945,682761522,11.455,2448062,57.477900000000005
002696,百洋股份,5.8,7.407,8.71173,163902434,49.446,200537,57.42346
600509,天富能源,8.71,4.562,4.32821,517085078,52.031,1197100,57.342420000000004
300752,隆利科技,13.81,3.991,7.61345,229530855,51.148,445883,57.1999
002138,顺络电子,61.29,-0.016,8.61964,3952678981,47.146,4941925,57.191280000000006
600906,财达证券,7.27,-0.819,7.31929,1126646314,31.609,2359115,57.18158
301303,真兰仪表,16.23,2.527,10.2144,166904502,19.321,663482,57.1522
300508,维宏股份,56.6,5.4,7.97512,365385446,69.799,616070,57.150240000000004
002606,大连电瓷,14.14,2.612,7.09659,422337522,28.857,620850,57.02918
002430,杭氧股份,27.3,3.605,3.09071,820014633,28.144,2670919,56.99642
000783,长江证券,7.97,0.631,2.54294,1117894012,12.651,4407468,56.978880000000004
002860,星帅尔,13.92,3.035,6.27942,299861755,24.0,490186,56.66384
301107,瑜欣电子,26.3,1.193,11.0183,232690539,35.541,373957,56.5424
301683,慧谷新材,135.41,3.739,14.8799,284680146,30.986,854659,56.4572
603859,能科科技,51.2,-1.139,9.88826,1241907039,55.054,1252852,56.35952
002345,潮宏基,10.22,2.302,4.6947,413095141,18.25,908060,56.2954
000630,铜陵有色,7.57,-1.175,7.3947,6215354943,39.842,10150970,56.2644
301026,浩通科技,24.65,2.837,6.37108,248783063,22.207,546204,56.25316
000672,上峰材料,17.3,2.854,3.83938,635626600,25.592,1677054,56.24076
603088,宁波精达,10.7,5.627,4.63324,215179598,42.8,537555,56.14748
300398,飞凯材料,45.16,3.936,15.3781,3856618308,63.606,2560330,56.0518
600160,巨化股份,46.7,0.236,5.09756,6403432159,33.357,12607814,55.90312
002624,完美世界,13.32,0.833,4.19247,1026918498,34.154,2584038,55.883939999999996
002440,闰土股份,9.72,-2.605,9.34079,879212847,15.934,1092528,55.86658
600578,京能电力,8.16,-0.971,4.36173,2458608507,16.32,5462811,55.81046
603005,晶方科技,44.24,0.774,9.16172,2665150670,77.614,2885208,55.64544
301513,尚水智能,66.09,5.072,12.3314,160799761,30.883,660900,55.553200000000004
300827,上能电气,31.37,2.182,4.4916,541994715,34.098,1746341,55.5292
300059,东方财富,19.12,1.218,3.43047,8749339270,24.993,30252046,55.514939999999996
600301,华锡有色,67.21,-1.016,9.27104,1719919173,53.088,4251486,55.49408
601127,赛力斯,68.78,0.85,1.45028,1555852802,18.69,11981373,55.450559999999996
002049,紫光国微,76.71,2.608,3.79196,2469671086,44.936,6517499,55.407920000000004
603236,移远通信,57.35,1.271,3.29111,681569803,17.922,2310934,55.39522
301119,正强股份,35.42,8.75,5.19236,149952581,32.796,368368,55.38472
301297,富乐德,46.08,1.902,7.28983,1206050018,73.143,3435232,55.28566
000037,深南电A,11.69,3.36,14.9345,581817837,43.75,704629,55.211
301439,泓淋电力,17.62,0.057,9.97719,321600756,33.885,685597,55.12538
300241,瑞丰光电,6.7,3.395,9.94401,394282150,71.277,479227,55.07302
601688,华泰证券,20.45,0.442,1.79861,2688997671,11.821,18459936,54.92322
601991,大唐发电,8.7,-0.344,5.4573,5895299536,27.575,16100838,54.8826
600885,宏发股份,34.1,4.09,1.30488,677841178,28.417,5277297,54.87976
601615,明阳智能,12.66,2.344,3.87803,1106982951,41.251,2863055,54.78806
600089,特变电工,24.11,1.26,3.00364,3658614375,20.767,12182283,54.787279999999996
300773,拉卡拉,24.28,0.705,3.76248,669042867,16.079,1885742,54.63996
603977,国泰集团,13.54,4.074,3.67543,309885540,33.024,841161,54.57286
600982,宁波能源,5.74,2.135,4.00985,256499861,19.275,641518,54.4247
600529,山东药玻,18.9,3.392,2.11005,259914496,18.173,1254231,54.396100000000004
603659,璞泰来,29.68,1.783,1.98762,1259618634,26.5,6362792,54.32424
300938,信测标准,41.74,2.379,6.06915,746725431,48.813,1422758,54.2753
000539,粤电力Ａ,7.71,2.39,6.02336,1185854593,67.454,4047969,54.21672
002498,汉缆股份,7.85,4.111,3.34804,864626660,47.175,2611535,54.02908
002126,银轮股份,50.51,2.893,2.67463,1063623042,43.922,4277218,54.02826
600363,联创光电,35.27,2.202,3.70107,584186783,33.274,1590284,54.00814
300019,硅宝科技,18.62,3.444,4.3129,291295219,26.281,731983,53.9578
002236,大华股份,16.41,1.799,1.77806,690951130,13.907,5364859,53.95312
301680,固德电材,122.1,1.75,10.658,217056960,42.396,1010988,53.934
300409,道氏技术,22.3,1.92,4.0706,629465482,32.833,1744415,53.9012
002270,华明装备,21.05,2.433,3.29042,614039998,26.646,1886555,53.87984
600478,科力远,6.06,7.638,4.43761,430759447,71.886,1009318,53.87522
300228,富瑞特装,8.1,1.504,4.66557,212863057,19.713,483915,53.84314
601126,四方股份,72.07,2.372,5.79332,3445153541,72.07,6004191,53.70264
600382,广东明珠,8.35,1.582,6.97372,411652463,29.568,579831,53.69344
300913,兆龙互连,57.36,4.443,5.17822,749562371,77.514,1966193,53.68544
603379,三美股份,66.81,-0.713,2.87519,1170232033,19.65,4078610,53.61138
600573,惠泉啤酒,12.27,-0.244,9.54656,285835766,38.344,306750,53.36112
301590,优优绿能,168.64,6.532,6.87222,197647560,59.172,709184,53.34044
001210,金房能源,23.66,0.51,8.39975,265155387,27.601,519426,53.329499999999996
002340,格林美,7.63,0.66,3.17468,1229987504,24.613,3893100,53.32936
301587,中瑞股份,25.08,3.937,11.7523,216336033,72.131,369499,53.3064
600360,华微电子,11.61,3.108,6.93613,772688242,64.5,1114903,53.19626
920181,赛英电子,95.14,3.695,11.5553,109861414,34.978,411005,52.974399999999996
605117,德业股份,102.42,1.446,1.76281,2317965611,29.179,13039118,52.86362
301219,腾远钴业,59.16,-0.354,4.44823,719855397,15.692,2264830,52.83446
600839,四川长虹,7.06,2.766,2.25525,726907447,32.96,3259068,52.8085
002130,沃尔核材,20.84,1.51,4.13914,983256635,22.652,2917365,52.808279999999996
603612,索通发展,21.13,2.077,3.27339,345164090,13.993,1052495,52.77778
301538,骏鼎达,67.1,4.844,6.5831,192289841,26.964,736490,52.6982
603726,朗迪集团,28.48,2.336,5.25926,277127932,29.667,528735,52.52652
301031,中熔电气,126.97,1.43,4.07251,590707565,30.669,1855722,52.43502
300442,润泽科技,79.37,1.044,2.13829,2772043562,26.457,13026574,52.40858
002757,南兴股份,20.86,2.911,6.79295,397078190,51.354,616321,52.3189
603650,彤程新材,63.99,3.11,3.99287,1561216007,68.074,3942315,52.31574
001282,三联锻造,19.25,7.362,3.65104,102719762,39.286,427707,52.302080000000004
300809,华辰装备,32.35,3.256,6.25675,303751277,40.438,820199,52.2815
002559,亚威股份,10.31,2.485,7.37374,378661318,53.035,566808,52.20248
603500,祥和实业,13.38,-0.446,13.245,595940211,33.45,445264,52.172
605111,XD新洁能,66.33,1.515,6.28389,1753620883,69.821,2754901,52.11278
300643,万通智控,18.46,6.153,4.30921,180459673,27.147,426894,52.077420000000004
603112,华翔股份,18.75,2.627,2.04897,203657586,17.045,1012428,51.97894
301379,天山电子,25.15,-0.079,8.60662,468118162,34.628,695367,51.976240000000004
301160,翔楼新材,44.91,2.464,4.7228,231514536,24.95,739470,51.8376
300124,汇川技术,70.24,1.356,1.38463,2359469907,37.561,19018210,51.83726
600884,杉杉股份,14.07,2.626,4.47288,1148040158,67.0,3164924,51.82376
000810,创维数字,11.57,6.932,3.40984,432998966,73.414,1330776,51.81968
301328,维峰电子,59.44,8.408,3.34927,224912433,65.319,947151,51.69854
000049,德赛电池,24.47,3.907,2.48273,230937571,32.202,941210,51.68646
600776,东方通信,15.97,3.165,3.5893,546109755,56.015,2005832,51.6736
301092,争光股份,50.62,3.369,11.728,358598503,67.493,681018,51.651
603070,万控智造,17.0,5.985,4.34282,296340301,76.473,681700,51.640640000000005
002922,伊戈尔,37.56,2.483,7.09051,995446029,75.12,1587221,51.63002
002608,江苏国信,9.1,0.999,1.80189,623193198,9.922,3438053,51.60078
002706,良信股份,12.3,2.244,4.914,555938150,49.2,1381444,51.56
002970,锐明技术,67.49,1.826,5.51161,471070919,31.391,1241350,51.50122
300221,银禧科技,17.4,3.819,17.48,1366203493,72.05,824333,51.497
300127,银河磁体,29.92,3.925,4.83091,334869752,54.4,966854,51.43682
603341,龙旗科技,38.21,2.55,4.36793,442580513,30.087,1996819,51.38586
002402,和而泰,25.21,1.408,3.57495,739667618,34.869,2327865,51.3739
603090,宏盛股份,62.32,5.699,4.551,278439070,76.0,623200,51.199
300457,赢合科技,25.37,3.467,2.87159,457424278,30.202,1636820,51.14418
300623,捷捷微电,36.01,1.781,5.39882,1497234475,63.175,2996320,51.14064
300684,中石科技,57.8,1.297,6.06312,711054424,50.862,1731163,51.01724
000417,合百集团,7.6,1.74,5.34864,314682192,37.001,592712,50.91728
300919,中伟新材,49.92,2.316,1.9644,893135720,30.255,5202931,50.8768
000151,中成股份,14.41,-2.305,8.85548,394113552,13.467,505656,50.79596
600114,东睦股份,42.35,0.308,4.90612,1280800471,49.244,2673909,50.736239999999995
301029,怡合达,32.09,-0.311,5.79776,880870056,39.617,2035157,50.66252
920357,雅葆轩,21.28,3.704,12.7638,167060968,25.951,221533,50.5844
000938,紫光股份,26.78,1.133,3.58594,2721707500,45.444,7659294,50.57088
301151,冠龙节能,20.49,8.7,5.25798,178043309,57.123,346289,50.51596
000422,湖北宜化,13.73,1.328,3.14191,458013056,18.425,1493254,50.26782
300304,云意电气,16.9,0.476,4.41509,629446528,31.296,1484063,50.258179999999996
600592,龙溪股份,16.05,2.425,3.91179,245166520,38.214,641283,50.09858
603897,长城科技,38.55,2.827,3.26978,254733616,25.196,795810,50.02056
300219,鸿利智汇,8.86,3.991,6.5193,400366660,63.286,627238,50.0116
605258,协和电子,36.53,2.354,6.47068,206787672,48.066,321464,50.00336
000949,新乡化纤,6.99,1.895,4.65771,544556011,58.494,1158173,50.00042
600096,云天化,30.62,-1.922,2.86127,1619716830,10.826,5581998,49.956540000000004
603337,杰克科技,40.46,4.01,1.41238,262687062,22.603,1927562,49.85476
000065,北方国际,12.49,0.564,4.0485,495195461,18.368,1450641,49.789
300735,光弘科技,20.71,4.49,3.13005,482389577,54.5,1675678,49.7301
002409,雅克科技,137.76,-0.771,11.4949,5070951747,65.544,6556380,49.6972
002324,普利特,13.07,2.109,4.18487,425494117,39.027,1453823,49.69674
300861,美畅股份,20.41,3.394,4.71504,401845251,56.164,1371226,49.61208
603296,华勤技术,105.97,-0.226,2.62998,1584785773,26.361,11477216,49.58196
600497,驰宏锌锗,10.07,-0.494,5.52145,2818068528,49.314,5075663,49.560900000000004
300932,三友联众,9.37,6.356,5.24512,155052157,40.739,419912,49.55824
002938,鹏鼎控股,108.19,3.393,2.1733,5395979526,67.199,25073429,49.5256
600711,盛屯矿业,13.25,-1.633,4.6635,1932248904,20.794,4095060,49.428
603920,世运电路,59.0,2.288,3.75377,1584610792,62.105,4251495,49.371539999999996
301235,华康洁净,66.08,1.071,8.07308,384435311,57.965,712190,49.35916
001239,永达股份,15.2,7.725,7.15481,119941515,76.729,364800,49.30962
002249,大洋电机,8.29,1.718,2.0356,312641041,18.841,2044110,49.2252
300873,海晨股份,24.8,5.129,4.38547,177066632,21.394,571880,49.157939999999996
920012,创达新材,65.0,2.881,12.2614,153162549,36.723,320563,49.1202
300201,海伦哲,18.91,3.56,4.21649,795823783,60.473,1908101,49.11298
002708,光洋股份,13.94,3.952,6.10537,436419906,76.342,783565,49.066739999999996
601231,环旭电子,36.85,1.655,2.02498,1764716383,43.353,8803228,49.01496
002558,巨人网络,24.28,-0.123,2.16494,1003807257,25.83,4614564,48.96088
601611,中国核建,11.36,1.701,1.89715,656959766,31.556,3423716,48.8973
600988,赤峰黄金,31.98,-1.992,2.41361,1292492718,18.923,6077515,48.85122
002472,双环传动,42.31,-1.168,3.66321,1169623205,28.207,3596073,48.82242
600989,宝丰能源,22.02,-1.256,1.28101,2067721164,14.115,16148059,48.79402
300852,四会富仕,59.58,1.034,7.83929,717897766,67.705,956385,48.78058
300296,利亚德,6.81,2.56,5.53721,864030322,61.909,1846856,48.754419999999996
603163,圣晖集成,115.18,2.95,4.95123,553641816,74.31,1151800,48.75246
300881,盛德鑫泰,42.6,3.499,4.12565,100197447,18.892,468600,48.7483
300694,蠡湖股份,10.58,3.22,4.50382,102836659,18.561,229660,48.66764
600941,中国移动,92.99,-1.316,1.25552,1056954502,14.644,201596879,48.56304
603259,药明康德,98.16,-1.218,1.09855,2679769120,14.651,29288560,48.543099999999995
002849,威星智能,18.23,1.56,10.5707,416658952,75.958,402216,48.5386
600021,上海电力,17.46,-0.456,2.44808,1206066611,20.007,4925876,48.52816
300802,矩子科技,25.4,1.519,9.47988,464205088,79.375,721559,48.51676
002580,圣阳股份,21.6,-0.046,15.6893,1550305705,52.683,980357,48.4834
603995,甬金股份,21.35,0.188,3.95361,310249897,14.139,780595,48.47122
601377,兴业证券,6.13,0.327,1.21828,642163672,19.393,5293860,48.41756
300953,震裕科技,142.06,0.085,4.07572,1015545747,46.73,3459710,48.40644
300483,首华燃气,19.58,1.714,4.10253,306761506,31.581,754041,48.34706
000977,浪潮信息,62.3,-1.252,3.55014,3245401371,38.011,9148610,48.34428
600150,中国船舶,35.99,0.223,1.29889,2838054820,29.024,27084711,48.26678
301317,鑫磊股份,64.22,-0.895,7.9482,266307716,34.902,1009474,48.2114
920522,纳科诺尔,30.3,4.591,4.70878,258310626,72.143,664937,48.19056
600938,中国海油,31.27,-1.728,1.63815,1537497024,12.167,148626166,48.0923
001400,江顺科技,112.79,2.686,7.49113,394432694,76.437,947436,48.04026
301106,骏成科技,21.66,5.095,3.86918,116812997,24.209,309653,48.02336
002139,拓邦股份,9.93,2.583,2.63557,278288954,33.1,1238107,48.02014
301555,惠柏新材,43.5,1.281,12.9229,269332146,55.063,401360,47.9972
301282,金禄电子,28.63,0.774,7.83258,395327828,47.717,603904,47.98716
000921,海信家电,28.31,-0.562,2.3042,594493961,12.15,3920542,47.922399999999996
300890,翔丰华,35.22,2.622,7.50983,287210761,77.407,421161,47.88566
001369,双欣材料,15.9,0.952,17.7706,566207741,25.645,1823730,47.856
600875,东方电气,31.07,-0.576,2.24894,1588705242,27.017,10745126,47.76988
002179,中航光电,38.11,-0.209,1.65884,1331516017,37.224,8069516,47.69068
300017,网宿科技,14.57,-0.274,4.24273,1460346456,44.152,3636213,47.66346
601001,晋控煤业,19.59,-0.255,1.7105,555504396,17.972,3278778,47.656
600699,均胜电子,24.88,0.933,2.42144,817667687,26.189,3858317,47.64188
300850,新强联,29.45,-0.136,4.02411,364633857,13.826,1219483,47.64022
002815,崇达技术,19.35,2.544,18.4675,2754982389,66.724,2388083,47.632
605277,新亚电子,22.0,1.336,4.26116,296730722,32.353,712773,47.53032
603505,金石资源,19.82,1.537,3.9393,656181669,50.821,1668188,47.489599999999996
001230,劲旅环境,27.07,2.928,6.81327,144216934,21.484,363079,47.41054
600362,江西铜业,46.5,-1.816,3.82069,3752669753,22.464,16101692,47.19338
301628,强达电路,117.25,1.709,11.4809,373671348,73.281,883781,47.1652
002611,东方精工,18.46,-0.913,4.91628,915420138,30.262,2247111,47.093560000000004
300292,吴通控股,6.39,1.752,16.5845,1176761127,71.0,857388,47.087
002335,科华数据,39.03,-0.51,4.2807,1104905167,47.024,2916908,47.0314
600011,华能国际,7.88,-2.233,1.84972,1620649959,10.649,12370098,47.00044
601778,晶科科技,5.09,1.394,3.8918,735931464,56.556,1894994,46.965599999999995
600489,中金黄金,22.52,-0.266,1.30671,1428110116,22.078,10916148,46.81542
002241,歌尔股份,23.35,-0.891,2.24231,1651436432,20.482,8290146,46.81162
603409,汇通控股,31.81,1.857,11.9114,133521566,26.074,400901,46.7482
002831,裕同科技,30.8,0.984,1.88501,410662635,17.6,3968060,46.72202
300699,光威复材,29.05,0.658,2.35513,559887415,39.718,2415078,46.68426
601336,新华保险,61.98,-1.93,1.21159,1573081562,5.329,19334950,46.633179999999996
001301,尚太科技,94.13,2.193,2.5189,440464148,25.931,2454933,46.6168
603713,密尔克卫,58.75,0.427,2.64284,244500534,14.869,929000,46.56668
300002,神州泰岳,7.56,0.532,2.46508,343966858,18.498,1487183,46.526160000000004
300347,泰格医药,39.36,-0.102,3.39071,752322272,37.846,3388999,46.47542
000685,中山公用,11.07,1.004,1.72692,237624540,8.648,1624778,46.46584
001365,天海电子,40.78,1.292,11.2187,260894296,,2140950,46.4386
002258,利尔化学,13.96,1.972,2.75374,305858607,23.341,1117410,46.42348
002057,中钢天源,12.0,-0.826,6.90381,622713603,51.48,904660,46.32962
002203,海亮股份,24.5,-1.17,4.91412,2673005964,52.128,5614800,46.31824
300130,新国都,21.77,0.276,5.23057,487613959,26.229,1235010,46.28914
