代码,名称,价格,PE,市值(亿),护城河评分,护城河理由
000028,国药一致,22.99,11.3,128.0,5,低估(PE11)
601033,永兴股份,14.17,14.8,128.0,5,低估(PE15)
600717,天津港,4.38,12.9,127.0,5,低估(PE13)
600064,南京高科,7.32,6.9,127.0,5,低估(PE7)
000690,宝新能源,5.82,12.4,127.0,5,低估(PE12)
605599,菜百股份,15.85,10.9,123.0,5,低估(PE11)
600618,氯碱化工,10.54,14.1,122.0,5,低估(PE14)
000686,东北证券,7.88,12.7,184.0,5,低估(PE13)
601139,深圳燃气,6.41,13.1,184.0,5,低估(PE13)
601187,厦门银行,6.97,7.7,184.0,5,低估(PE8)
601326,秦港股份,3.26,11.2,182.0,5,低估(PE11)
000528,柳 工,8.93,11.2,182.0,5,低估(PE11)
600380,健康元,9.9,13.6,181.0,5,低估(PE14)
603529,XD爱玛科,20.52,8.7,178.0,5,低估(PE9)
600820,隧道股份,5.61,8.5,176.0,5,低估(PE8)
601966,玲珑轮胎,11.86,12.6,174.0,5,低估(PE13)
002011,盾安环境,12.76,12.5,137.0,5,低估(PE13)
000899,赣能股份,14.04,13.6,137.0,5,低估(PE14)
600720,中交设计,5.96,9.4,137.0,5,低估(PE9)
601827,三峰环境,8.15,11.0,136.0,5,低估(PE11)
002867,周大生,12.4,12.2,135.0,5,低估(PE12)
000719,中原传媒,12.91,9.6,132.0,5,低估(PE10)
000623,吉林敖东,17.01,8.3,203.0,5,低估(PE8)
000563,陕国投Ａ,2.94,10.5,150.0,5,低估(PE10)
600710,苏美达,11.48,11.0,150.0,5,低估(PE11)
601019,山东出版,7.08,12.6,148.0,5,低估(PE13)
600062,华润双鹤,16.5,10.3,171.0,5,低估(PE10)
603613,国联股份,23.78,13.0,171.0,5,低估(PE13)
600933,爱柯迪,16.56,14.0,171.0,5,低估(PE14)
000685,中山公用,11.42,8.9,168.0,5,低估(PE9)
000902,新洋丰,13.13,10.3,165.0,5,低估(PE10)
601921,浙版传媒,7.37,12.7,164.0,5,低估(PE13)
601083,锦江航运,11.34,9.8,147.0,5,低估(PE10)
002091,江苏国泰,8.87,11.2,144.0,5,低估(PE11)
000550,江铃汽车,16.45,11.9,142.0,5,低估(PE12)
300573,兴齐眼药,39.46,13.9,141.0,5,低估(PE14)
000612,焦作万方,11.82,13.2,141.0,5,低估(PE13)
301004,嘉益股份,38.51,12.8,56.0,5,低估(PE13)
600612,老凤祥,35.42,10.6,185.0,5,低估(PE11)
000404,长虹华意,8.68,12.2,60.0,5,低估(PE12)
300505,川金诺,21.54,13.0,59.0,5,低估(PE13)
600694,大商股份,17.15,12.1,59.0,5,低估(PE12)
600897,厦门空港,14.14,11.4,59.0,5,低估(PE11)
002073,软控股份,5.74,14.5,59.0,5,低估(PE15)
002884,凌霄泵业,16.37,12.9,59.0,5,低估(PE13)
002959,小熊电器,37.45,15.0,58.0,5,低估(PE15)
300760,迈瑞医疗,150.78,22.5,1828.0,5,"合理(PE22), 大盘(1828亿)"
600989,宝丰能源,24.92,16.0,1827.0,5,"合理(PE16), 大盘(1827亿)"
601985,中国核电,8.84,19.5,1818.0,5,"合理(PE20), 大盘(1818亿)"
603889,新澳股份,5.86,8.9,56.0,5,低估(PE9)
601199,江南水务,5.94,14.8,56.0,5,低估(PE15)
601518,吉林高速,2.92,11.2,55.0,5,低估(PE11)
605050,福然德,10.96,14.4,54.0,5,低估(PE14)
002749,国光股份,9.1,13.4,51.0,5,低估(PE13)
600928,西安银行,3.44,5.7,153.0,5,低估(PE6)
603187,海容冷链,13.03,12.8,50.0,5,低估(PE13)
300388,节能国祯,7.43,14.2,51.0,5,低估(PE14)
601066,中信建投,23.1,21.2,1792.0,5,"合理(PE21), 大盘(1792亿)"
600528,中铁工业,7.37,12.5,164.0,5,低估(PE12)
002352,顺丰控股,35.24,15.8,1776.0,5,"合理(PE16), 大盘(1776亿)"
000680,山推股份,10.84,13.4,163.0,5,低估(PE13)
000792,盐湖股份,31.2,19.5,1651.0,5,"合理(PE19), 大盘(1651亿)"
002936,郑州银行,1.76,11.0,160.0,5,低估(PE11)
600867,通化东宝,8.14,13.1,159.0,5,低估(PE13)
002958,青农商行,2.84,5.5,158.0,5,低估(PE5)
601811,新华文轩,12.78,10.1,158.0,5,低估(PE10)
600761,安徽合力,17.7,12.9,158.0,5,低估(PE13)
603871,嘉友国际,11.52,13.7,158.0,5,低估(PE14)
002984,森麒麟,15.17,13.9,157.0,5,低估(PE14)
601965,中国汽研,15.35,14.5,154.0,5,低估(PE14)
002483,润邦股份,5.81,14.2,52.0,5,低估(PE14)
300476,胜宏科技,375.3,74.9,3688.0,4,超大盘(3688亿)
601138,工业富联,75.0,42.1,14883.0,4,超大盘(14883亿)
600150,中国船舶,38.18,30.8,2873.0,4,超大盘(2873亿)
000089,深圳机场,6.68,26.1,137.0,4,行业护城河(机场)
000858,五 粮 液,81.49,35.3,3163.0,4,超大盘(3163亿)
600183,生益科技,135.64,97.6,3295.0,4,超大盘(3295亿)
300059,东方财富,19.19,25.1,3033.0,4,超大盘(3033亿)
002050,三花智控,48.61,47.2,2046.0,4,超大盘(2046亿)
300124,汇川技术,76.95,41.1,2084.0,4,超大盘(2084亿)
000725,京东方Ａ,5.68,35.5,2104.0,4,超大盘(2104亿)
600188,兖矿能源,21.5,25.6,2158.0,4,超大盘(2158亿)
300502,新易盛,718.34,74.7,7154.0,4,超大盘(7154亿)
300274,阳光电源,190.09,29.0,3941.0,4,超大盘(3941亿)
002938,鹏鼎控股,106.0,65.8,2457.0,4,超大盘(2457亿)
300408,三环集团,132.11,96.4,2532.0,4,超大盘(2532亿)
002463,沪电股份,133.06,66.9,2561.0,4,超大盘(2561亿)
600930,华电新能,6.4,35.6,2670.0,4,超大盘(2670亿)
002916,深南电路,398.28,81.1,2713.0,4,超大盘(2713亿)
301303,真兰仪表,13.68,16.3,56.0,3,合理(PE16)
603733,仙鹤股份,23.62,16.5,167.0,3,合理(PE17)
300888,稳健医疗,28.82,21.8,168.0,3,合理(PE22)
001369,双欣材料,14.68,23.7,168.0,3,合理(PE24)
600361,创新新材,4.6,22.9,172.0,3,合理(PE23)
300144,宋城演艺,6.57,21.1,172.0,3,合理(PE21)
002911,佛燃能源,11.37,15.8,148.0,3,合理(PE16)
002372,伟星新材,9.31,19.8,148.0,3,合理(PE20)
301039,中集车辆,8.02,16.7,150.0,3,合理(PE17)
600750,华润江中,23.71,16.6,151.0,3,合理(PE17)
600167,联美控股,6.67,21.6,151.0,3,合理(PE22)
002946,新乳业,17.59,20.7,151.0,3,合理(PE21)
300428,立中集团,22.21,16.0,152.0,3,合理(PE16)
002847,盐津铺子,56.4,20.3,154.0,3,合理(PE20)
000422,湖北宜化,14.22,19.1,155.0,3,合理(PE19)
002539,云图控股,12.95,18.8,156.0,3,合理(PE19)
603162,海通发展,11.41,22.4,157.0,3,合理(PE22)
603658,安图生物,32.56,17.4,186.0,3,合理(PE17)
603194,中力股份,34.56,16.1,139.0,3,合理(PE16)
600621,华鑫股份,13.1,21.8,139.0,3,合理(PE22)
000065,北方国际,12.04,17.7,140.0,3,合理(PE18)
603515,欧普照明,19.13,15.2,142.0,3,合理(PE15)
600480,凌云股份,11.68,16.9,143.0,3,合理(PE17)
601038,一拖股份,12.73,17.6,143.0,3,合理(PE18)
600827,百联股份,8.04,23.0,143.0,3,合理(PE23)
600258,首旅酒店,12.85,17.7,143.0,3,合理(PE18)
300446,航天智造,16.99,16.3,144.0,3,合理(PE16)
002563,森马服饰,5.41,16.4,146.0,3,合理(PE16)
600739,辽宁成大,10.74,22.2,164.0,3,合理(PE22)
600531,豫光金铅,13.6,17.2,164.0,3,合理(PE17)
601369,陕鼓动力,9.61,22.0,166.0,3,合理(PE22)
000778,新兴铸管,4.19,17.5,166.0,3,合理(PE18)
600120,浙江东方,4.87,17.4,166.0,3,合理(PE17)
002120,韵达股份,6.91,16.9,200.0,3,合理(PE17)
002978,安宁股份,27.89,18.2,132.0,3,合理(PE18)
603556,海兴电力,27.13,18.0,132.0,3,合理(PE18)
002698,博实股份,12.94,23.3,132.0,3,合理(PE23)
300850,新强联,32.16,15.1,133.0,3,合理(PE15)
601330,绿色动力,9.33,21.2,133.0,3,合理(PE21)
300910,瑞丰新材,45.65,18.3,135.0,3,合理(PE18)
002690,美亚光电,15.41,18.9,136.0,3,合理(PE19)
300009,安科生物,8.22,18.7,137.0,3,合理(PE19)
002226,江南化工,5.2,18.2,138.0,3,合理(PE18)
603025,大豪科技,15.8,24.7,176.0,3,合理(PE25)
600057,厦门象屿,6.22,20.7,177.0,3,合理(PE21)
603233,大参林,16.25,15.0,185.0,3,合理(PE15)
002500,山西证券,5.16,19.8,185.0,3,合理(PE20)
000581,威孚高科,19.18,17.4,185.0,3,合理(PE17)
603218,日月股份,12.01,21.8,124.0,3,合理(PE22)
002096,易普力,10.08,15.8,125.0,3,合理(PE16)
603589,口子窖,21.38,18.9,128.0,3,合理(PE19)
603707,健友股份,7.98,22.2,129.0,3,合理(PE22)
002541,鸿路钢构,18.9,20.5,130.0,3,合理(PE21)
002507,涪陵榨菜,11.39,17.0,131.0,3,合理(PE17)
601702,华峰铝业,18.7,15.6,187.0,3,合理(PE16)
603588,高能环境,12.38,22.5,189.0,3,合理(PE22)
300140,节能环境,6.1,21.7,189.0,3,合理(PE22)
600179,安通控股,4.47,17.4,189.0,3,合理(PE17)
000739,普洛药业,16.52,21.4,191.0,3,合理(PE21)
002773,康弘药业,20.85,16.5,192.0,3,合理(PE17)
301035,润丰股份,69.54,18.5,195.0,3,合理(PE19)
300773,拉卡拉,25.43,16.8,198.0,3,合理(PE17)
000682,东方电子,14.81,21.8,199.0,3,合理(PE22)
603337,杰克科技,41.85,23.4,199.0,3,合理(PE23)
002768,国恩股份,68.05,21.5,205.0,3,合理(PE21)
601020,华钰矿业,25.03,23.6,205.0,3,合理(PE24)
603899,晨光股份,22.32,15.6,206.0,3,合理(PE16)
603786,科博达,51.12,24.8,206.0,3,合理(PE25)
600535,天士力,13.82,18.7,206.0,3,合理(PE19)
002895,川恒股份,34.23,15.6,207.0,3,合理(PE16)
002299,圣农发展,16.82,15.0,209.0,3,合理(PE15)
002423,中粮资本,9.09,18.5,209.0,3,合理(PE18)
600754,锦江酒店,19.79,22.7,211.0,3,合理(PE23)
600458,时代新材,12.65,21.4,118.0,3,合理(PE21)
002287,奇正藏药,20.63,17.3,118.0,3,合理(PE17)
601952,苏垦农发,8.58,21.4,118.0,3,合理(PE21)
600529,山东药玻,18.11,17.4,120.0,3,合理(PE17)
600285,羚锐制药,21.25,15.9,121.0,3,合理(PE16)
603619,中曼石油,26.21,23.6,121.0,3,合理(PE24)
600267,海正药业,10.14,22.0,122.0,3,合理(PE22)
600548,深高速,8.75,20.4,222.0,3,合理(PE20)
603236,移远通信,77.77,24.3,224.0,3,合理(PE24)
600848,上海临港,8.88,23.4,224.0,3,合理(PE23)
600486,扬农化工,56.5,17.7,228.0,3,合理(PE18)
300596,利安隆,47.7,22.1,110.0,3,合理(PE22)
002315,焦点科技,26.7,16.8,110.0,3,合理(PE17)
603456,九洲药业,12.48,15.2,111.0,3,合理(PE15)
002832,比音勒芬,19.54,20.4,112.0,3,合理(PE20)
603112,华翔股份,20.85,19.0,113.0,3,合理(PE19)
603300,海南华铁,5.65,21.7,113.0,3,合理(PE22)
301109,军信股份,14.34,15.7,113.0,3,合理(PE16)
002063,远光软件,6.03,38.3,115.0,3,行业护城河(软件)
002216,三全食品,13.21,21.3,116.0,3,合理(PE21)
002204,大连重工,6.08,19.9,117.0,3,合理(PE20)
601158,重庆水务,4.24,24.9,204.0,3,合理(PE25)
002262,恩华药业,20.12,19.2,204.0,3,合理(PE19)
601003,柳钢股份,3.95,15.2,104.0,3,合理(PE15)
600572,康恩贝,4.16,21.9,106.0,3,合理(PE22)
301665,泰禾股份,23.48,21.9,106.0,3,合理(PE22)
603235,天新药业,24.18,17.9,106.0,3,合理(PE18)
002440,闰土股份,9.43,15.5,106.0,3,合理(PE15)
300595,欧普康视,11.9,22.2,107.0,3,合理(PE22)
600389,江山股份,24.75,20.0,107.0,3,合理(PE20)
002043,兔 宝 宝,12.97,15.1,108.0,3,合理(PE15)
601022,宁波远洋,8.26,16.5,108.0,3,合理(PE17)
601339,百隆东方,7.22,16.4,108.0,3,合理(PE16)
300415,伊之密,23.11,15.0,108.0,3,合理(PE15)
002003,伟星股份,9.13,16.6,109.0,3,合理(PE17)
600007,中国国贸,21.11,17.7,213.0,3,合理(PE18)
601333,广深铁路,3.02,15.0,214.0,3,合理(PE15)
000997,新 大 陆,21.75,21.6,220.0,3,合理(PE22)
002249,大洋电机,8.95,20.3,221.0,3,合理(PE20)
300003,乐普医疗,12.43,23.8,229.0,3,合理(PE24)
000088,盐 田 港,4.42,15.8,230.0,3,合理(PE16)
002318,久立特材,23.85,15.0,233.0,3,合理(PE15)
301219,腾远钴业,79.46,21.1,234.0,3,合理(PE21)
601567,三星电气,16.69,18.5,235.0,3,合理(PE19)
600166,福田汽车,2.98,17.3,236.0,3,合理(PE17)
002468,申通快递,15.6,17.0,239.0,3,合理(PE17)
600388,龙净环保,18.82,21.4,239.0,3,合理(PE21)
001914,招商积余,9.57,15.5,101.0,3,合理(PE15)
603599,广信股份,11.09,15.4,101.0,3,合理(PE15)
601200,上海环境,7.52,16.8,101.0,3,合理(PE17)
002258,利尔化学,12.68,21.2,101.0,3,合理(PE21)
600662,外服控股,4.46,15.6,102.0,3,合理(PE16)
600787,中储股份,4.72,18.8,102.0,3,合理(PE19)
000923,河钢资源,15.84,18.2,103.0,3,合理(PE18)
002961,瑞达期货,21.78,17.7,104.0,3,合理(PE18)
600862,中航高科,18.3,24.7,255.0,3,合理(PE25)
603939,益丰药房,21.08,15.3,256.0,3,合理(PE15)
600161,天坛生物,13.07,23.8,258.0,3,合理(PE24)
002346,柘中股份,22.0,21.8,97.0,3,合理(PE22)
605333,沪光股份,21.05,19.3,98.0,3,合理(PE19)
002928,华夏航空,7.66,15.6,98.0,3,合理(PE16)
603680,今创集团,12.52,16.9,98.0,3,合理(PE17)
603100,川仪股份,19.2,15.2,99.0,3,合理(PE15)
600686,金龙汽车,13.76,21.2,99.0,3,合理(PE21)
603418,友升股份,51.36,16.4,99.0,3,合理(PE16)
603013,亚普股份,19.6,19.0,100.0,3,合理(PE19)
600993,马应龙,23.29,17.3,100.0,3,合理(PE17)
601886,江河集团,8.88,16.4,101.0,3,合理(PE16)
002351,漫步者,11.32,23.6,101.0,3,合理(PE24)
601975,招商南油,4.88,17.8,228.0,3,合理(PE18)
603605,珀莱雅,57.75,15.2,229.0,3,合理(PE15)
000400,许继电气,26.7,23.2,272.0,3,合理(PE23)
603766,XD隆鑫通,13.38,16.7,275.0,3,合理(PE17)
002266,浙富控股,5.3,24.1,277.0,3,合理(PE24)
002545,东方铁塔,22.45,23.2,279.0,3,合理(PE23)
000887,中鼎股份,21.28,17.6,280.0,3,合理(PE18)
002533,金杯电工,12.5,15.2,92.0,3,合理(PE15)
002039,黔源电力,21.61,15.4,92.0,3,合理(PE15)
603271,永杰新材,47.01,20.9,92.0,3,合理(PE21)
002891,中宠股份,29.39,23.9,95.0,3,合理(PE24)
603227,雪峰科技,8.97,19.1,96.0,3,合理(PE19)
002083,孚日股份,10.21,21.7,97.0,3,合理(PE22)
603299,苏盐井神,10.14,15.2,97.0,3,合理(PE15)
002065,东华软件,7.58,50.9,243.0,3,行业护城河(软件)
300012,华测检测,14.57,24.0,245.0,3,合理(PE24)
603885,吉祥航空,11.52,24.0,252.0,3,合理(PE24)
600598,北大荒,14.19,21.6,252.0,3,合理(PE22)
605305,中际联合,40.28,16.1,86.0,3,合理(PE16)
605319,无锡振华,24.52,18.3,86.0,3,合理(PE18)
600020,中原高速,3.89,17.0,87.0,3,合理(PE17)
001323,慕思股份,20.1,16.2,87.0,3,合理(PE16)
601089,福元医药,18.22,18.2,87.0,3,合理(PE18)
002941,新疆交建,12.12,17.3,88.0,3,合理(PE17)
603279,景津装备,15.52,17.1,89.0,3,合理(PE17)
002284,亚太股份,12.12,18.4,90.0,3,合理(PE18)
002960,青鸟智控,8.59,23.5,91.0,3,合理(PE23)
301262,海看股份,21.73,21.7,91.0,3,合理(PE22)
603883,老百姓,12.08,24.2,92.0,3,合理(PE24)
600369,西南证券,3.98,24.9,264.0,3,合理(PE25)
605090,九丰能源,37.66,16.6,266.0,3,合理(PE17)
002603,以岭药业,15.94,20.7,266.0,3,合理(PE21)
002223,鱼跃医疗,26.7,18.0,268.0,3,合理(PE18)
600546,山煤国际,13.68,23.2,271.0,3,合理(PE23)
000429,粤高速Ａ,13.7,15.9,286.0,3,合理(PE16)
601990,南京证券,6.69,23.1,294.0,3,合理(PE23)
600575,淮河能源,4.14,17.2,297.0,3,合理(PE17)
601001,晋控煤业,17.73,16.3,297.0,3,合理(PE16)
002673,西部证券,6.71,17.1,300.0,3,合理(PE17)
300896,爱美客,99.61,23.3,301.0,3,合理(PE23)
603596,伯特利,33.97,15.7,305.0,3,合理(PE16)
600499,科达制造,16.13,23.2,309.0,3,合理(PE23)
002818,富森美,11.17,15.1,84.0,3,合理(PE15)
000928,中钢国际,5.83,17.2,84.0,3,合理(PE17)
603181,皇马科技,14.21,18.7,84.0,3,合理(PE19)
600017,日照港,2.74,17.1,84.0,3,合理(PE17)
002255,海陆重工,10.22,20.4,85.0,3,合理(PE20)
301175,中科环保,5.77,22.2,85.0,3,合理(PE22)
001285,瑞立科密,47.35,20.9,85.0,3,合理(PE21)
603508,思维列控,22.44,15.4,86.0,3,合理(PE15)
603345,安井食品,97.33,22.1,324.0,3,合理(PE22)
600348,华阳股份,9.16,21.3,330.0,3,合理(PE21)
601866,中远海发,2.52,20.8,333.0,3,合理(PE21)
605116,奥锐特,19.64,17.5,80.0,3,合理(PE18)
603043,广州酒家,14.04,16.4,80.0,3,合理(PE16)
002833,弘亚数控,18.96,18.8,80.0,3,合理(PE19)
600587,新华医疗,13.26,15.2,80.0,3,合理(PE15)
002550,千红制药,6.29,19.7,80.0,3,合理(PE20)
600335,国机汽车,5.41,19.2,81.0,3,合理(PE19)
002448,中原内配,13.8,19.7,81.0,3,合理(PE20)
002293,罗莱生活,9.77,15.6,81.0,3,合理(PE16)
002332,仙琚制药,8.25,18.3,82.0,3,合理(PE18)
600664,哈药股份,3.27,23.4,82.0,3,合理(PE23)
603053,成都燃气,9.28,17.2,82.0,3,合理(PE17)
002489,浙江永强,3.84,18.3,83.0,3,合理(PE18)
600595,XD中孚实,7.07,17.7,283.0,3,合理(PE18)
300972,万辰集团,180.0,24.6,355.0,3,合理(PE25)
603129,春风动力,232.1,21.1,356.0,3,合理(PE21)
603606,东方电缆,43.61,23.6,360.0,3,合理(PE24)
603486,科沃斯,62.34,20.1,361.0,3,合理(PE20)
000755,山西高速,5.19,16.4,76.0,3,合理(PE16)
301608,博实结,58.07,22.0,77.0,3,合理(PE22)
002452,长高电新,12.43,22.5,77.0,3,合理(PE23)
601789,宁波建工,5.06,24.5,77.0,3,合理(PE25)
600251,冠农股份,9.96,22.1,77.0,3,合理(PE22)
002275,桂林三金,13.24,17.9,78.0,3,合理(PE18)
002605,姚记科技,18.64,16.6,78.0,3,合理(PE17)
300685,艾德生物,20.14,22.1,79.0,3,合理(PE22)
002345,潮宏基,8.93,15.9,79.0,3,合理(PE16)
600298,安琪酵母,35.73,20.1,310.0,3,合理(PE20)
002130,沃尔核材,22.17,24.1,310.0,3,合理(PE24)
000791,甘肃能源,9.68,15.3,314.0,3,合理(PE15)
301376,致欧科技,17.81,21.2,72.0,3,合理(PE21)
603223,恒通股份,10.32,24.6,73.0,3,合理(PE25)
000650,仁和药业,5.24,18.7,73.0,3,合理(PE19)
000968,蓝焰控股,7.59,21.7,73.0,3,合理(PE22)
300119,瑞普生物,15.81,17.9,73.0,3,合理(PE18)
603277,银都股份,12.0,15.0,74.0,3,合理(PE15)
600982,宁波能源,6.6,22.2,74.0,3,合理(PE22)
300435,中泰股份,19.21,16.4,74.0,3,合理(PE16)
001283,豪鹏科技,57.19,23.2,74.0,3,合理(PE23)
002801,微光股份,33.0,20.8,76.0,3,合理(PE21)
002537,海联金汇,6.47,23.1,76.0,3,合理(PE23)
603298,杭叉集团,25.89,15.5,339.0,3,合理(PE16)
300456,赛微电子,46.48,23.1,340.0,3,合理(PE23)
002517,恺英网络,15.93,17.9,340.0,3,合理(PE18)
002252,上海莱士,5.18,21.6,344.0,3,合理(PE22)
002032,苏 泊 尔,44.4,16.9,355.0,3,合理(PE17)
600909,华安证券,7.38,16.4,371.0,3,合理(PE16)
300832,新产业,47.2,22.9,371.0,3,合理(PE23)
600295,鄂尔多斯,13.46,16.0,377.0,3,合理(PE16)
300251,光线传媒,12.87,22.6,378.0,3,合理(PE23)
600711,盛屯矿业,12.33,19.4,381.0,3,合理(PE19)
601799,星宇股份,134.4,23.5,384.0,3,合理(PE24)
002752,昇兴股份,6.83,22.0,67.0,3,合理(PE22)
605098,行动教育,56.3,21.0,67.0,3,合理(PE21)
300525,博思软件,8.86,38.7,67.0,3,行业护城河(软件)
605088,冠盛股份,33.25,21.3,67.0,3,合理(PE21)
002553,南方精工,19.09,19.2,67.0,3,合理(PE19)
300401,花园生物,12.45,22.2,68.0,3,合理(PE22)
603352,至信股份,30.51,22.8,69.0,3,合理(PE23)
002540,亚太科技,5.57,16.2,70.0,3,合理(PE16)
603969,银龙股份,8.09,18.8,71.0,3,合理(PE19)
600557,康缘药业,12.65,23.4,72.0,3,合理(PE23)
002444,巨星科技,33.16,15.8,396.0,3,合理(PE16)
600956,新天绿能,9.13,21.2,412.0,3,合理(PE21)
000893,亚钾国际,45.42,24.8,420.0,3,合理(PE25)
601198,东兴证券,13.17,20.4,426.0,3,合理(PE20)
601566,九牧王,10.96,21.5,63.0,3,合理(PE21)
002950,奥美医疗,10.03,24.9,64.0,3,合理(PE25)
300695,兆丰股份,62.5,18.0,64.0,3,合理(PE18)
600422,昆药集团,8.56,18.6,65.0,3,合理(PE19)
002997,瑞鹄模具,31.24,16.7,65.0,3,合理(PE17)
002437,誉衡药业,2.96,17.2,66.0,3,合理(PE17)
300470,中密控股,31.98,17.1,67.0,3,合理(PE17)
002727,一心堂,11.36,24.9,67.0,3,合理(PE25)
603379,三美股份,59.15,17.4,361.0,3,合理(PE17)
000883,湖北能源,5.17,17.8,366.0,3,合理(PE18)
002831,裕同科技,39.79,22.7,366.0,3,合理(PE23)
600352,浙江龙盛,11.27,20.0,367.0,3,合理(PE20)
002056,横店东磁,26.97,23.2,439.0,3,合理(PE23)
603979,金诚信,72.0,19.2,449.0,3,合理(PE19)
601233,桐昆股份,19.53,22.7,465.0,3,合理(PE23)
001286,陕西能源,12.46,15.6,467.0,3,合理(PE16)
601021,春秋航空,47.9,20.1,469.0,3,合理(PE20)
300628,亿联网络,37.85,18.4,480.0,3,合理(PE18)
601456,国联民生,8.6,23.9,489.0,3,合理(PE24)
603855,华荣股份,18.05,16.4,61.0,3,合理(PE16)
300881,盛德鑫泰,55.5,24.6,61.0,3,合理(PE25)
000957,中通客车,10.31,15.9,61.0,3,合理(PE16)
002154,报 喜 鸟,4.21,18.3,61.0,3,合理(PE18)
300358,楚天科技,8.62,20.2,62.0,3,合理(PE20)
001316,润贝航科,38.5,23.9,62.0,3,合理(PE24)
603312,西典新能,38.9,24.0,62.0,3,合理(PE24)
600826,兰生股份,8.54,19.0,63.0,3,合理(PE19)
600141,兴发集团,32.62,24.2,392.0,3,合理(PE24)
002662,峰璟股份,3.58,21.1,54.0,3,合理(PE21)
603153,上海建科,14.23,15.6,58.0,3,合理(PE16)
301491,汉桑科技,45.31,22.3,58.0,3,合理(PE22)
002101,广东鸿图,8.92,16.2,59.0,3,合理(PE16)
300043,星辉娱乐,4.77,19.9,59.0,3,合理(PE20)
600425,青松建化,3.7,21.8,59.0,3,合理(PE22)
603587,地素时尚,12.59,22.5,60.0,3,合理(PE22)
002029,七 匹 狼,8.53,17.4,60.0,3,合理(PE17)
003012,东鹏控股,5.2,16.8,60.0,3,合理(PE17)
000557,西部创业,4.15,20.7,61.0,3,合理(PE21)
300039,上海凯宝,5.37,20.2,56.0,3,合理(PE20)
605009,豪悦护理,25.01,23.2,54.0,3,合理(PE23)
000888,峨眉山Ａ,10.24,24.5,54.0,3,合理(PE25)
600817,宇通重工,10.16,17.2,54.0,3,合理(PE17)
601377,兴业证券,5.71,18.1,493.0,3,合理(PE18)
601878,浙商证券,9.31,17.6,426.0,3,合理(PE18)
603111,康尼机电,6.3,15.4,54.0,3,合理(PE15)
300002,神州泰岳,8.13,19.9,160.0,3,合理(PE20)
002906,华阳集团,30.6,20.5,161.0,3,合理(PE21)
300146,汤臣倍健,9.57,20.4,162.0,3,合理(PE20)
603355,莱克电气,28.32,20.4,162.0,3,合理(PE20)
600479,千金药业,10.27,15.5,51.0,3,合理(PE15)
605377,华旺科技,9.14,18.7,51.0,3,合理(PE19)
002303,美盈森,3.33,19.5,51.0,3,合理(PE20)
002772,众兴菌业,13.75,15.4,52.0,3,合理(PE15)
600814,杭州解百,7.02,22.6,52.0,3,合理(PE23)
002454,松芝股份,5.95,15.3,52.0,3,合理(PE15)
300228,富瑞特装,8.76,21.3,52.0,3,合理(PE21)
600300,XD维维股,3.24,15.4,52.0,3,合理(PE15)
603165,荣晟环保,16.99,19.8,53.0,3,合理(PE20)
300873,海晨股份,23.23,20.0,54.0,3,合理(PE20)
300389,艾比森,14.77,21.6,55.0,3,合理(PE22)
601619,嘉泽新能,5.42,19.4,158.0,3,合理(PE19)
002327,富安娜,6.73,16.8,56.0,3,合理(PE17)
002880,卫光生物,24.97,23.0,57.0,3,合理(PE23)
300349,金卡智能,13.6,21.2,57.0,3,合理(PE21)
002026,山东威达,12.94,22.7,57.0,3,合理(PE23)
000900,现代投资,3.76,15.7,57.0,3,合理(PE16)
600603,广汇物流,4.87,15.7,57.0,3,合理(PE16)
301367,瑞迈特,46.14,18.2,58.0,3,合理(PE18)
002823,凯中精密,17.68,24.6,58.0,3,合理(PE25)
600284,浦东建设,5.99,16.5,58.0,3,合理(PE16)
002375,亚厦股份,4.09,16.4,55.0,3,合理(PE16)
300867,圣元环保,20.23,22.1,55.0,3,合理(PE22)
603239,浙江仙通,20.45,24.9,55.0,3,合理(PE25)
300320,海达股份,9.22,23.9,55.0,3,合理(PE24)
001338,永顺泰,11.14,23.7,56.0,3,合理(PE24)
600469,风神股份,6.03,18.8,54.0,3,合理(PE19)
