代码,名称,价格,涨幅,换手率,量比,成交额(亿),振幅,PE,市值(亿),技术信号,热门板块,距MA5,距MA10
601101,昊华能源,11.79,9.98,2.62,0.0,4.31,0.0,32.75,169.78,均线多头,其他,-5.29,-4.53
603006,联明股份,14.33,9.98,4.97,0.0,1.77,0.0,39.81,36.43,站上均线,其他,1.44,2.79
600237,铜峰电子,10.92,9.97,19.47,0.0,12.67,0.0,57.47,68.85,"站上均线, 放量",其他,2.35,1.88
603931,格林达,63.74,9.88,7.63,0.0,9.52,0.0,104.49,127.2,"均线多头, 站上均线, 突破10日高点",其他,9.77,15.86
300916,朗特智能,38.55,9.73,13.39,0.0,5.1,0.0,54.3,55.76,"均线多头, 放量",AI人工智能,-4.86,-4.37
300602,飞荣达,49.08,9.48,14.05,0.0,25.81,0.0,77.91,285.58,"均线多头, 站上均线",其他,0.33,3.18
301238,瑞泰新材,24.92,8.35,5.47,0.0,9.72,0.0,83.07,182.75,"站上均线, 突破10日高点",其他,5.8,5.56
301319,唯特偶,108.5,8.3,8.9,0.0,12.37,0.0,170.46,195.9,均线多头,其他,-17.73,-15.18
300285,国瓷材料,52.99,8.3,12.81,0.0,55.64,0.0,85.47,528.34,"均线多头, 站上均线, 突破10日高点, 放量",其他,12.59,15.88
002080,中材科技,76.51,8.14,3.03,0.0,37.7,0.0,70.63,1283.93,"均线多头, 站上均线, 突破10日高点",其他,7.61,7.88
300820,英杰电气,68.85,8.09,10.9,0.0,8.08,0.0,68.17,153.02,均线多头,其他,-1.58,7.45
600460,士兰微,38.44,8.04,12.0,0.0,74.91,0.0,160.17,639.67,均线多头,其他,-2.01,-0.5
301603,乔锋智能,134.5,8.02,12.44,0.0,6.27,0.0,46.22,162.42,均线多头,AI人工智能,-1.09,0.38
002046,国机精工,55.75,8.02,4.7,0.0,13.55,0.0,114.08,298.93,站上均线,其他,5.75,0.54
605589,圣泉集团,48.66,7.96,7.56,0.0,29.84,0.0,40.89,411.85,"均线多头, 站上均线",其他,0.42,6.25
301235,华康洁净,70.75,7.85,7.76,0.0,3.93,0.0,62.06,76.25,均线多头,其他,-0.67,5.45
301099,雅创电子,70.62,7.82,17.67,0.0,11.03,0.0,78.47,103.58,站上均线,其他,1.21,0.77
300308,中际旭创,1197.99,7.79,2.59,0.0,329.12,0.0,122.24,13340.82,"均线多头, 站上均线",其他,0.91,0.99
301446,福事特,49.8,7.77,16.56,0.0,2.58,0.0,68.22,51.79,"均线多头, 站上均线",其他,0.03,0.78
300877,金春股份,33.78,7.75,4.88,0.0,1.94,0.0,45.04,40.54,站上均线,其他,3.24,3.16
301031,中熔电气,180.99,7.5,5.6,0.0,7.7,0.0,43.72,178.89,"均线多头, 站上均线, 突破10日高点",其他,4.34,6.05
300408,三环集团,132.11,7.42,5.3,0.0,128.51,0.0,96.43,2531.88,"均线多头, 站上均线, 突破10日高点, 连续上涨, 放量",其他,16.43,22.98
300976,达瑞电子,98.68,7.42,9.45,0.0,7.69,0.0,46.11,132.33,均线多头,其他,-0.78,4.6
002446,盛路通信,10.59,7.4,7.42,0.0,6.52,0.0,132.38,96.94,站上均线,其他,6.92,1.98
300260,新莱应材,61.21,7.27,9.13,0.0,15.87,0.0,139.11,249.62,"均线多头, 站上均线",其他,1.87,6.41
601138,工业富联,75.0,7.02,1.82,0.0,264.38,0.0,42.13,14883.07,均线多头,其他,-0.75,-0.6
300739,明阳电路,38.51,7.0,15.02,0.0,17.12,0.0,160.46,143.82,"均线多头, 站上均线, 突破10日高点, 连续上涨, 放量",其他,8.58,10.26
603358,华达科技,38.94,6.98,4.16,0.0,7.26,0.0,70.8,182.92,"均线多头, 站上均线, 突破10日高点, 连续上涨",其他,2.1,6.46
300037,新宙邦,79.91,6.95,10.24,0.0,42.9,0.0,54.73,602.43,"站上均线, 突破10日高点, 放量",其他,8.92,11.0
301329,信音电子,27.3,6.93,13.75,0.0,2.2,0.0,75.83,46.46,"均线多头, 站上均线, 突破10日高点",其他,1.87,2.16
300907,康平科技,44.18,6.84,10.19,0.0,4.34,0.0,88.66,42.41,"均线多头, 站上均线, 突破10日高点, 放量",其他,12.19,19.6
600850,电科数字,24.3,6.81,6.02,0.0,9.68,0.0,50.59,165.29,"均线多头, 站上均线",其他,2.02,5.27
300726,宏达电子,64.25,6.73,11.04,0.0,14.98,0.0,65.96,264.61,"均线多头, 站上均线, 突破10日高点, 放量",其他,6.87,9.31
003022,联泓新科,25.58,6.58,2.8,0.0,9.21,0.0,111.22,341.64,站上均线,其他,3.21,1.12
300263,隆华科技,13.4,6.52,7.65,0.0,9.71,0.0,67.0,138.69,均线多头,其他,-1.73,3.48
002768,国恩股份,68.05,6.46,7.94,0.0,9.63,0.0,21.47,205.0,"均线多头, 站上均线",其他,0.31,2.37
002281,光迅科技,214.9,6.02,8.67,0.0,141.42,0.0,177.6,1733.55,均线多头,其他,-2.79,2.36
301617,博苑新材,55.0,5.99,6.61,0.0,2.45,0.0,42.64,95.55,"均线多头, 站上均线",其他,1.87,2.63
603290,斯达半导,143.0,5.93,7.88,0.0,26.37,0.0,84.61,342.45,"均线多头, 站上均线, 突破10日高点",其他,4.82,7.41
600571,信雅达,12.18,5.91,3.55,0.0,1.95,0.0,87.0,56.8,放量,其他,-4.79,-6.53
300802,矩子科技,24.38,5.82,10.57,0.0,4.94,0.0,76.19,69.26,"均线多头, 站上均线",其他,1.52,3.37
002125,湘潭电化,14.96,5.72,6.89,0.0,6.28,0.0,41.56,94.17,"站上均线, 放量",其他,3.21,1.24
301566,达利凯普,34.82,5.71,14.96,0.0,11.14,0.0,87.05,139.28,"均线多头, 站上均线, 突破10日高点, 放量",其他,8.36,12.17
601918,新集能源,9.55,5.64,3.13,0.0,7.72,0.0,11.58,247.4,均线多头,其他,-3.42,-2.43
300863,卡倍亿,82.69,5.61,6.4,0.0,9.29,0.0,127.22,155.6,"均线多头, 站上均线, 突破10日高点",其他,4.62,11.03
300304,云意电气,14.18,5.58,4.69,0.0,5.61,0.0,26.26,124.52,"均线多头, 站上均线, 突破10日高点, 连续上涨",其他,6.28,7.15
601177,杭齿前进,18.57,5.51,10.42,0.0,7.52,0.0,29.36,75.71,"均线多头, 站上均线",其他,0.96,1.33
300816,艾可蓝,99.76,5.25,8.41,0.0,4.94,0.0,82.64,79.81,均线多头,其他,-4.08,-3.47
300852,四会富仕,55.74,5.19,8.46,0.0,7.22,0.0,63.34,89.47,站上均线,其他,1.86,0.32
300930,屹通新材,34.21,5.1,7.04,0.0,1.12,0.0,61.09,34.21,"均线多头, 站上均线, 突破10日高点",其他,1.57,2.34
300545,联得装备,36.52,5.06,12.83,0.0,5.57,0.0,59.87,67.73,均线多头,其他,-0.07,1.46
603823,百合花,28.1,5.05,4.71,0.0,5.35,0.0,70.25,117.0,"均线多头, 站上均线",其他,2.31,9.67
301362,民爆光电,179.82,5.05,11.49,0.0,8.25,0.0,100.46,262.44,"均线多头, 站上均线, 突破10日高点, 放量",其他,14.89,23.62
002787,华源控股,25.33,5.02,7.3,0.0,4.53,0.0,74.5,84.9,"均线多头, 站上均线",其他,0.13,1.12
301191,菲菱科思,168.71,4.98,10.7,0.0,9.25,0.0,179.48,116.99,"均线多头, 站上均线",其他,2.88,3.26
002396,星网锐捷,24.72,4.97,6.25,0.0,11.5,0.0,35.02,188.01,均线多头,其他,-0.54,-0.24
300881,盛德鑫泰,55.5,4.92,7.66,0.0,2.42,0.0,24.61,61.05,"均线多头, 站上均线, 突破10日高点, 放量",其他,3.83,4.59
002167,东方锆业,13.75,4.88,10.55,0.0,10.98,0.0,196.43,106.52,放量,其他,4.41,0.83
301265,华新科技,29.22,4.81,10.91,0.0,5.27,0.0,146.03,88.53,"站上均线, 突破10日高点, 放量",其他,5.35,4.98
603285,键邦股份,51.6,4.81,5.87,0.0,1.83,0.0,60.71,82.56,"均线多头, 站上均线, 突破10日高点",其他,4.4,5.87
300861,美畅股份,21.99,4.81,7.31,0.0,6.69,0.0,60.51,147.74,"站上均线, 突破10日高点",其他,4.03,3.71
002536,飞龙股份,42.93,4.81,5.38,0.0,12.15,0.0,77.86,246.76,"均线多头, 站上均线",其他,0.74,1.74
300001,特锐德,40.17,4.8,3.59,0.0,14.49,0.0,33.48,424.01,"均线多头, 站上均线",其他,2.07,9.04
603681,永冠新材,24.0,4.8,12.66,0.0,7.33,0.0,35.82,57.06,"均线多头, 站上均线, 突破10日高点, 连续上涨",其他,3.62,5.05
300939,秋田微,77.06,4.77,13.22,0.0,11.97,0.0,115.02,92.47,"均线多头, 站上均线, 突破10日高点, 连续上涨, 放量",其他,11.59,16.96
300733,西菱动力,17.65,4.75,4.53,0.0,1.76,0.0,54.01,53.95,均线多头,其他,-1.57,-1.18
301683,慧谷新材,136.32,4.64,20.0,0.0,3.79,0.0,31.2,86.04,"均线多头, 站上均线",其他,1.52,3.68
300041,回天新材,15.86,4.62,16.5,0.0,14.0,0.0,39.86,88.73,"均线多头, 站上均线",其他,1.5,2.76
003043,华亚智能,61.84,4.6,5.8,0.0,2.98,0.0,98.16,82.76,"均线多头, 站上均线",AI人工智能,2.32,5.44
601330,绿色动力,9.33,4.6,4.38,0.0,3.97,0.0,21.2,133.47,均线多头,其他,-6.56,-5.89
300819,聚杰微纤,73.77,4.59,6.27,0.0,6.08,0.0,194.13,110.07,放量,其他,2.8,-0.07
605058,澳弘电子,41.11,4.55,5.5,0.0,3.16,0.0,38.42,58.76,"站上均线, 放量",其他,3.11,2.28
600011,华能国际,8.06,4.54,3.26,0.0,28.71,0.0,10.89,1265.27,均线多头,其他,-2.76,-2.72
300576,容大感光,47.4,4.52,17.03,0.0,18.69,0.0,148.12,173.66,"均线多头, 站上均线",其他,1.97,7.02
603078,江化微,33.6,4.48,7.37,0.0,9.34,0.0,123.62,129.57,均线多头,其他,-0.33,8.97
301458,钧崴电子,47.63,4.47,9.68,0.0,5.35,0.0,95.26,127.01,"站上均线, 放量",其他,4.76,3.42
003023,彩虹集团,25.59,4.45,6.5,0.0,1.75,0.0,42.34,26.96,放量,其他,-0.73,-2.48
300394,天孚通信,447.56,4.42,6.28,0.0,209.92,0.0,172.42,3487.21,站上均线,其他,2.52,1.74
600819,耀皮玻璃,7.11,4.41,2.48,0.0,1.32,0.0,50.79,69.45,均线多头,其他,-3.3,-3.05
300319,麦捷科技,15.22,4.39,12.52,0.0,15.82,0.0,42.31,135.09,"均线多头, 站上均线, 突破10日高点",其他,2.69,4.12
301607,富特科技,53.95,4.19,5.99,0.0,3.47,0.0,27.81,90.22,"均线多头, 站上均线",其他,2.21,3.9
600783,鲁信创投,22.39,4.19,4.54,0.0,7.51,0.0,117.84,166.66,"站上均线, 连续上涨, 放量",其他,5.89,3.05
601208,东材科技,54.43,4.17,8.07,0.0,42.91,0.0,178.99,549.84,"均线多头, 站上均线, 突破10日高点",其他,7.07,9.4
603203,快克智能,75.0,4.05,6.99,0.0,12.63,0.0,136.36,190.4,"均线多头, 站上均线",AI人工智能,0.68,0.93
002741,光华科技,31.16,4.04,19.18,0.0,24.54,0.0,141.64,144.9,"均线多头, 站上均线, 突破10日高点, 放量",其他,6.55,8.57
603439,三力制药,14.8,4.01,8.39,0.0,4.97,0.0,134.54,60.52,"均线多头, 站上均线, 突破10日高点, 放量",其他,8.01,12.71
002273,水晶光电,43.73,4.0,7.06,0.0,41.29,0.0,50.85,608.12,"均线多头, 站上均线, 突破10日高点",其他,4.75,4.92
001339,智微智能,106.63,3.91,8.46,0.0,10.93,0.0,156.81,269.02,"均线多头, 站上均线",AI人工智能,2.86,6.4
300373,扬杰科技,114.3,3.89,7.67,0.0,47.07,0.0,49.06,621.05,"均线多头, 站上均线, 突破10日高点, 放量",其他,5.67,6.01
300046,台基股份,36.18,3.88,9.91,0.0,8.36,0.0,174.28,85.58,均线多头,其他,-1.88,-1.57
300836,佰奥智能,78.16,3.88,3.91,0.0,1.9,0.0,72.12,72.44,"均线多头, 站上均线",AI人工智能,0.81,6.77
003027,同兴科技,22.9,3.85,4.76,0.0,1.12,0.0,40.17,29.94,放量,其他,0.42,-4.4
603067,振华股份,38.96,3.84,4.82,0.0,13.85,0.0,41.89,294.35,"均线多头, 站上均线, 突破10日高点, 连续上涨",其他,6.22,9.27
601991,大唐发电,8.0,3.76,8.66,0.0,85.02,0.0,25.36,1480.54,均线多头,其他,-8.84,-5.71
600522,中天科技,40.52,3.76,7.03,0.0,94.4,0.0,47.28,1382.93,均线多头,其他,-3.37,-3.31
600563,法拉电子,176.77,3.76,5.74,0.0,22.74,0.0,33.35,397.73,"均线多头, 站上均线, 放量",其他,7.51,14.94
300938,信测标准,58.4,3.73,6.5,0.0,7.96,0.0,68.3,142.19,站上均线,其他,3.9,2.01
600480,凌云股份,11.68,3.73,3.44,0.0,4.8,0.0,16.93,142.76,均线多头,其他,-1.82,-1.57
002463,沪电股份,133.06,3.72,4.78,0.0,120.55,0.0,66.95,2560.56,"站上均线, 突破10日高点, 连续上涨, 放量",其他,7.98,6.79
301338,凯格精机,218.4,3.7,8.93,0.0,9.77,0.0,124.8,232.38,站上均线,其他,3.24,1.39
600458,时代新材,12.65,3.69,2.65,0.0,2.87,0.0,21.44,117.74,放量,其他,-1.54,-2.82
300236,上海新阳,101.53,3.68,5.51,0.0,15.43,0.0,105.25,318.18,均线多头,其他,-2.7,-1.16
002893,京能热力,12.21,3.65,15.31,0.0,3.7,0.0,50.88,32.19,均线多头,其他,-0.51,2.56
300727,润禾材料,38.22,3.63,9.51,0.0,5.71,0.0,56.21,68.85,"均线多头, 站上均线",其他,2.43,2.75
300201,海伦哲,20.56,3.58,6.4,0.0,12.86,0.0,65.75,207.46,"均线多头, 站上均线, 突破10日高点",其他,8.86,18.27
600098,广州发展,7.83,3.57,2.09,0.0,5.71,0.0,11.82,274.51,均线多头,其他,-2.55,-1.71
002008,大族激光,135.98,3.56,4.8,0.0,62.07,0.0,118.24,1400.05,站上均线,其他,3.17,3.12
300395,菲利华,144.3,3.52,7.8,0.0,56.62,0.0,169.5,753.63,站上均线,其他,4.31,1.95
603070,万控智造,17.13,3.5,3.19,0.0,2.2,0.0,77.06,68.69,"均线多头, 站上均线, 连续上涨",其他,2.28,4.12
300353,东土科技,22.15,3.5,5.49,0.0,6.46,0.0,170.38,136.2,"均线多头, 站上均线, 突破10日高点",其他,2.56,4.03
605198,安德利,55.58,3.5,1.42,0.0,2.1,0.0,57.9,185.74,均线多头,其他,-10.42,-9.21
301246,宏源药业,32.49,3.5,10.8,0.0,6.07,0.0,108.34,129.96,均线多头,其他,-1.47,-1.16
301419,阿莱德,40.63,3.44,10.96,0.0,4.22,0.0,76.66,60.95,"均线多头, 站上均线, 突破10日高点, 连续上涨, 放量",其他,7.43,7.49
300623,捷捷微电,37.41,3.43,7.92,0.0,22.36,0.0,65.63,311.28,"均线多头, 站上均线",其他,2.32,4.64
600992,贵绳股份,13.0,3.42,8.65,0.0,2.72,0.0,106.38,31.86,均线多头,其他,-2.2,-1.03
300502,新易盛,718.34,3.36,3.79,0.0,237.98,0.0,74.75,7153.93,站上均线,其他,3.43,2.04
003031,中瓷电子,152.07,3.31,3.56,0.0,18.08,0.0,121.66,685.92,均线多头,其他,-3.32,-1.07
300811,铂科新材,89.22,3.29,5.72,0.0,16.85,0.0,61.53,362.09,"均线多头, 站上均线, 突破10日高点, 连续上涨, 放量",其他,12.33,14.47
300274,阳光电源,190.09,3.26,5.25,0.0,155.44,0.0,29.02,3940.97,"均线多头, 站上均线",其他,1.96,8.14
002489,浙江永强,3.84,3.23,4.03,0.0,3.01,0.0,18.29,83.29,均线多头,其他,-3.89,-0.99
603380,易德龙,39.79,3.22,3.29,0.0,2.05,0.0,28.83,63.84,"均线多头, 站上均线, 突破10日高点",其他,2.09,8.33
301317,鑫磊股份,69.9,3.2,10.04,0.0,3.64,0.0,37.99,109.88,"均线多头, 站上均线",其他,1.02,5.18
300416,苏试试验,19.46,3.18,7.54,0.0,7.36,0.0,38.44,98.96,"站上均线, 突破10日高点, 放量",其他,4.73,5.07
300163,先锋新材,6.26,3.13,9.71,0.0,2.79,0.0,42.47,29.67,"均线多头, 站上均线, 突破10日高点, 连续上涨",其他,2.77,11.86
603507,振江股份,40.39,3.12,4.08,0.0,3.0,0.0,66.21,74.44,"均线多头, 站上均线",其他,0.3,2.91
300920,润阳科技,48.21,3.08,3.64,0.0,1.16,0.0,178.56,48.21,"均线多头, 放量",其他,-3.16,-2.94
300346,南大光电,57.91,3.01,7.21,0.0,27.06,0.0,125.89,400.25,均线多头,其他,-1.36,-0.44
300990,同飞股份,89.19,2.99,6.33,0.0,4.61,0.0,59.86,152.71,"均线多头, 站上均线",其他,3.76,5.96
600183,生益科技,135.64,2.94,4.29,0.0,135.27,0.0,97.58,3294.86,"均线多头, 站上均线",其他,0.52,5.9
300145,南方泵业,4.64,2.88,3.06,0.0,2.69,0.0,37.72,89.1,均线多头,其他,-1.29,-1.23
301275,汉朔科技,44.27,2.88,2.29,0.0,3.02,0.0,40.24,187.0,均线多头,其他,-1.92,-0.09
600021,上海电力,21.18,2.87,6.92,0.0,40.42,0.0,24.27,597.54,站上均线,其他,1.08,0.62
300843,胜蓝股份,96.06,2.83,3.19,0.0,4.87,0.0,141.26,157.26,均线多头,其他,-1.26,1.81
002993,奥海科技,68.28,2.82,3.81,0.0,5.99,0.0,44.34,188.48,"均线多头, 站上均线, 突破10日高点, 连续上涨",其他,10.43,15.37
301328,维峰电子,62.08,2.8,3.17,0.0,2.22,0.0,68.22,98.92,"均线多头, 站上均线, 突破10日高点",其他,5.08,6.23
301282,金禄电子,28.28,2.8,6.55,0.0,3.24,0.0,47.13,59.65,放量,其他,5.37,2.04
603629,利通电子,220.03,2.78,10.97,0.0,61.69,0.0,196.46,577.18,"均线多头, 站上均线, 突破10日高点",其他,8.03,12.54
603186,华正新材,132.12,2.78,10.15,0.0,20.43,0.0,67.75,207.15,"均线多头, 站上均线, 突破10日高点",其他,11.71,17.59
002600,领益智造,15.95,2.77,3.85,0.0,43.8,0.0,48.33,1165.66,均线多头,其他,-0.6,1.34
600888,新疆众和,12.05,2.73,9.54,0.0,17.4,0.0,25.3,187.15,"均线多头, 站上均线, 突破10日高点, 连续上涨",其他,10.76,15.22
300629,新劲刚,25.12,2.7,4.19,0.0,2.25,0.0,78.5,63.16,"均线多头, 站上均线",其他,0.8,1.13
301587,中瑞股份,28.53,2.66,8.76,0.0,1.81,0.0,82.05,42.03,"站上均线, 突破10日高点, 放量",其他,3.97,3.79
002837,英维克,97.52,2.63,4.68,0.0,38.92,0.0,180.59,955.96,"均线多头, 站上均线",其他,1.22,1.92
002534,西子洁能,22.08,2.56,2.81,0.0,5.06,0.0,38.74,184.57,站上均线,其他,1.7,3.4
002443,金洲管道,12.08,2.55,7.3,0.0,4.56,0.0,42.73,62.88,均线多头,其他,-3.11,0.08
603283,赛腾股份,67.68,2.53,6.47,0.0,11.81,0.0,38.67,183.53,均线多头,其他,-0.89,5.57
002845,同兴达,16.35,2.51,8.03,0.0,3.27,0.0,125.77,53.55,"均线多头, 站上均线",其他,0.14,2.64
603859,能科科技,45.54,2.5,5.38,0.0,5.85,0.0,48.97,111.44,"均线多头, 站上均线",其他,1.2,6.54
600779,水井坊,34.79,2.5,4.43,0.0,7.62,0.0,41.53,169.6,放量,其他,1.16,-1.17
300457,赢合科技,28.28,2.46,4.08,0.0,7.25,0.0,33.67,182.46,"站上均线, 突破10日高点, 放量",其他,3.89,3.88
002815,崇达技术,17.18,2.44,9.63,0.0,12.64,0.0,59.24,212.03,"站上均线, 放量",其他,4.21,2.47
300697,电工合金,17.18,2.44,2.93,0.0,1.65,0.0,44.86,74.33,"站上均线, 放量",其他,2.16,1.85
603650,彤程新材,57.23,2.42,2.65,0.0,9.12,0.0,60.88,352.58,均线多头,其他,-1.85,0.29
603990,麦迪科技,20.06,2.4,9.52,0.0,5.8,0.0,154.31,61.44,"均线多头, 站上均线, 突破10日高点, 连续上涨",其他,2.35,3.22
300420,五洋自控,4.72,2.39,4.57,0.0,2.39,0.0,118.0,52.69,"均线多头, 站上均线",其他,0.93,2.09
301041,金百泽,34.1,2.31,8.01,0.0,2.12,0.0,179.47,36.38,"均线多头, 站上均线",其他,2.11,2.63
300481,濮阳惠成,16.08,2.29,5.7,0.0,2.63,0.0,35.73,46.93,"均线多头, 站上均线, 突破10日高点",其他,1.86,2.96
600114,东睦股份,39.55,2.28,4.77,0.0,11.56,0.0,45.99,249.71,"站上均线, 放量",其他,4.42,2.59
603327,福蓉科技,10.49,2.24,2.32,0.0,2.52,0.0,88.37,109.67,站上均线,其他,0.74,0.64
300756,金马游乐,33.96,2.23,1.93,0.0,1.25,0.0,66.59,74.93,放量,其他,3.43,-0.34
301171,易点天下,38.82,2.19,9.65,0.0,18.55,0.0,114.18,240.11,均线多头,其他,-5.83,-4.34
301155,海力风电,66.33,2.17,4.51,0.0,3.73,0.0,41.46,144.2,"均线多头, 站上均线",其他,2.18,4.75
603637,镇海股份,20.4,2.1,7.42,0.0,3.58,0.0,72.86,48.69,"均线多头, 站上均线, 突破10日高点",其他,2.13,2.57
603306,华懋科技,116.76,2.03,4.18,0.0,15.96,0.0,185.92,384.72,均线多头,其他,-2.1,-1.3
301618,长联科技,40.3,2.02,5.94,0.0,1.13,0.0,89.46,50.9,"均线多头, 站上均线, 突破10日高点",其他,3.63,4.4
301628,强达电路,133.74,2.01,17.05,0.0,6.17,0.0,83.59,100.81,"均线多头, 站上均线, 突破10日高点, 放量",其他,13.99,16.47
